date,text
1786-07-07,at Ditoes. mrs Williams went to Magges.
1786-07-07,Clear. I was at home. Rachel faught & Marget & Polly Bisbei here. I Bo t an apron patren of Rachel for 6/6.
1786-07-07,I have been at home ys Day. mr Williams & Crage & Brown Jun here giting wood. Jon o Drove teame. mr ss Coall & Gorden & mr Sam l Fosters son Dind here. Savage Bolton Paid me for going to his wife & for medisin. 8/.
1786-07-07,I have been at home all day. mrs Willms here. mr Ballard went to Stedmans for pork. it is very Cold.
1786-07-07,"Clear. mr Voce work d here. I Doubled thread. we finish t Brewing a Barril & half of Beere. Friend Gardner Sleeps here. our yong men Brought 57 Loggs to y e Saw mill. mr Ballard fell off y e Raft into ye river. Mr Suell Calld me to see his wife, Shee Being in Travill. mrs Howard, Mc Master, Voce & Bellchir were assistants."
1786-07-07,"Showers y s day. Sherib h Town killd a veal for us. we Lent a Side to Col o North, wt 28-3/4 lb. I went to mr Crages & Williams s . Eliphelet is Better, tending mill y s Evinn g ."
1786-07-07,"A Clear Day. mr Ballard, Son Town, Jon o & Ephn Cowen gone to asist Brot h Moore Rais his hous. the Girls went to mr Westons. Polly Hamlin Came home with y m , & sleeps h r . Mr Sual here, paid me 6/ for attendin g his wife in Travil with her Last Child. Cap t Springer paid 4/ for my Servis, it being what remaind my Due. mr Hollow y Sleeps here y s night. the anavercery of y e Death of my Dater Dorothy."
1786-07-12,"A Clear & Cold. we all attended Divine Servis Excep t Cyrus & Eph m . Clarrisa & Perthena Barton, Patty Bullin & Betsy Brown here at noone. Hann h & Dolly gone to Williamses y s Eving."
1786-07-14,"A A Pleast day. we have no preaching in Town. Mr Hamlin Dind h r . Polly here. y e Girls went to mr Williams s . mr Brown, Emerson here."
1786-07-15,A Siesd with the Collic.
1786-07-16,"A X Birth Thoms Sualls Son XXX Clear & pleas t . mrs Suell Safe Delivrd at 3/O clok y s morn of a Son. I Left her Comfortable & returnd home at 01/O Clok; feele some fatagued. did not attend Divine Servis. Mr Foster, a yong Gentleman from Stafford, in y e state of Conneticut, performd. Cap t Savages wife & mrs Fareley here in Intermision. receivd my fee July y e 1 st of mrs Sewell."
1786-07-16,"A A Clear, hott day. I attended y e public worship after n , & Bak t Bisquits for Jon o to Carry to Sea. Polly Hamlin here, mr Collar also from winslow. he brot his wife & oldes t Daughter to varsalboro to see Doc t Williams."
1786-07-23,"A a hott day. I attended Divine Servise after n . mr Foster Delivird a discoarce from Math 25/41 ver , a Shour after servis. mrs Woodward & Nb r Savage Supt with us. Isaac Cowen Enformd of y e Death of Susanah Sautbe who Deceas t Last weak. Doc t Coney returnd y e Rhubarb which he Borrowd of me and 1 penny w t & 20 grains over plus. Lucy Town is one year old this Day."
1786-07-29,A Clear & pleas t . Josep t Williams & wife & Isaac Savage dind here. Theop n & Polly Hamblin here ys Evin g .
1786-08-02,at Do s . ye Collic Still.
1786-08-02,"X Birth. John Babcs Dafter X. I was Calld to John Babcocks wife being in Travil. Shee was Deliverd of a a Dafter at 5 O/Clock in Eving. A South wind & Smart rain. mrs Savage, Cowen, Babcock, Ellis & Stone & my Self tarr d all night."
1786-08-02,"I was Calld to Robert Fletchers at half after one y s morn, his wife"
1786-08-02,"A Loury day. mr Ballard been to mr Gardners to put in his Crank. Mrs Farley here for releaff. thee girls moovd Beds up Stairs. There was a thief Whipt at y e post for Stealing Cloath f m mr Eben z Farewell. I have been at home y s Day. Thee speckled Cow calvd. I have been today unwell, feel more comfortable y s Eving."
1786-08-02,"X Birth. Savage Boltons Son. X Clear & Pleas t . I was Calld at 11 O/Clok to Savage Boltons, Shee wife being in Travil. Shee was Safe Delivrd at 3 after n of a fine Son. his oxen attached & Drove away about 7. I walk t home. Jon n has Swap t away our hors with mr Sleeper. mr Gillbreath sleeps here. mr Ballard been at Doct r Coneys makeing rates. Mr Blanchard at work for us. Rachel Faulh here y s Day. y e Girls wash t & Bak t & was ht floars."
1786-08-02,"Clear & Cool. y e girls wash t . Mr Ballard was at Cap t Suels. I went up y e Crik to Seek y e Calf, did n t find it. Cut wood for fire to wash. wint to Williams s . Isaac Cowen here y s Evinnig. I sent some pills and herbs to his wife."
1786-08-02,"A A hott day. Son Town, Betsy & Polly Left here for home. Jon o went w h them. we Dind on veal hazlet. mr Brooks, Theop s , Polly Haml n & Sally Pr e here after n . Cap t Nichols here Directly from oxford, informs our friends are well. his Daft r Campbel has had her 7 th Son."
1786-08-02,"Clear. the wid o Foster & Oliver, Ep m Stevens & Pamela Barton Dind here. mr Stevens paid me 6/8 for attending his wife in travil & y e 26 of Last February. I went y s after n to See mrs Copelin, met her at mr Pollards, spent y e aftern n there. mr Ballard & Cowan went Carry a raft of Boards to Cap t Huskins s Ves l . Jonathan gone on Board Bound for Boston."
1786-08-02,"Clear & warm. we Spun Some & Cleand ye Seller. I went to mr Porters for wool but got none, then went to Savage Boltons & George s , his Infan t , unwell & Hannah is poisaned in her face & Leggs."
1786-08-03,"I have been at home ys Day. mr Burten here. mr Ned Savage here, Enforms his wife is a little Better."
1786-08-03,"a hott day. we were Spinn g Cotton. mr Ballard Gone to Coart on ye grand Jury. Mrs Coy here, Polly Haml n also. Doct r Coney returnd from Boston, and James Burten. Cyrus B t 14-1/2 lb Butter of Abra m Page. I pick t String Beens."
1786-08-04,"a Clear Day, our friends took Breakfast & departed. Cap t Savig s wife here [ ]. I am unwell y s day. mr Densmoor helpt Btcher a Swine which w d 264 lb."
1786-08-04,"A Clear day. I went to Mr Fosters, Calld at Williams s . y e girls washt & went to see Polly. Jon o & Eph m gone after 66 Loggs w h w t adrift."
1786-08-04,Clear and Cool. thee Girls washt & Scourd & washt y e floors. mr Ballard went to Bisha Cowens. mrs Woodward here. Jon o been to Cobese. I have been at home. y e girls went to mr Westons after they had done work.
1786-08-04,Clear. Mr Ballard and Cowen work t on y e Road South of here. the Girls washt and went to Williams s . Son Town Came here. mr Holloway mended my Tea Pot. Gillbr h went from here. mr Cobb & son Came here after all were in Bed Excp t my self. we Borrow d a quarter of veal of mr Brook which w t 15-1/2 lb.
1786-08-04,Clear. mr Ballard work d about home. I went to Mr Williams s . mrs Page there. James Slacpool Sleeps here. the anaversery of the Death of my Daug t Martha who Deceas t in 1769 aged 8 years & 2 months & 28 Days.
1786-08-04,a rainy Day. we Spun Cottne. mr Ballard went to mr Pollards to Settle acounts. we are informd y t Emry & mr Fairfield are Excieding dangerous.
1786-08-05,"A I was unwell, had ye Collick. my famely, Except my Self & Eph m , attended worship."
1786-08-05,"Clear & pleas t , Fast Day. mrs Weston here, Doc t Coney also, & dind. we had a Legg of pork. mr Ballard Carried mrs weston home. I have been at home all day. mr BiSbe remoovd to his farm."
1786-08-05,we breud a barril & half of Beer. I planted 2 Ears of Corn which mrs Hatch made a present of to Eph m . mr Ballard went to Pollards. I went to N r Williams. Charls Cleark paid 9/ which was Due for attending his wife & for medicin.
1786-08-05,"Clear. I have been at home. mrs Bisbee and Lidia here. I went to y e field. Isaac Savage here from Coart. mrs Chamberlin & mrs Clough. mr Ballard went to y e Hook for Stors which mr Bonny Br t from Boston. 1 Barril Pork, 1 Do of Rhum, 01 lb Chocolot. Eph went with him."
1786-08-05,"Clear. I carded Cottne & Cutt Aulders and maid a Sort of a fence part round the yard By the mill Pond, and then was Calld to Eliab Shaws to See his Children, they being Sick with y e Canker rash. Hannah North, Tammy & Sally Cox here. Bro t a quarter of Lamb, wt 7-1/2 lb. Polly Bisbe & Adams here to Day."
1786-08-06,"Clear. I went to Esq r Howards & mr Suels to visit y e Sick. mr Suel made me a present of a Calf Skin. I was Calld at 10 / OClock in y e Evng to Ezra Hodges s wife, Shee being in Travail. i walk there in 20 [minutes]."
1786-08-06,"Birth. X Henry Babcocks Dafter born at five in morn. XX I was Calld at 5 O Clock y s morn to Henry Babcocks, his wife being in Travil. arivd there about Day Light; found her put to bed, the operation performd By mrs Smith. mrs Babcock I found in Severe pain; her complaints So great & Shee very Desireous I should inquire into y e Cause. I Complyd & found her greatly ingered by some misshap. mrs Smith does not alow y t Shee was Sencible of it. however her, Viz mrs Bab ks , Distres was so very Severe we were apprehencive Shee was Expiring. Sent for Doct Colman But Dr Williams fortunately Came in & prescribed remidies which aford Some relief. I Left him there & returnd home at 10/PM."
1786-08-06,A fine Day. Theop h & Polly Hamlin Came here. I Comd 7-1/2 lb of flax. at home all day.
1786-08-06,"I have been at home. mr Ballard gone to Doc t Coneys till noone. mrs Johnston Came here with her yonges t Child. Polly Hamlin went from here to mr Crages, he is Returnd from the westward & Jese from Vasalboro."
1786-08-06,"A Stormy day. Mr Ballard Left home for Sebestakuk. mrs Farly here, says her famely are in Sufering Circumstances. I cardid Tow for Hannah & Dolly to spin."
1786-08-06,a Clear Day. we Boild a Linning warp. I was Calld to mr Bisbes to See Lidia who is Sick with y e Disintary. Lost a Shoe of y e hors.
1786-08-06,Clear. mr Ballard Came home from viewing Land belonging to mr Pitts s Heirs. y e mills have been stop t from going by y e freshet. Cap t Grant Dind here. mr Ne d Savage s wife & Polly Drank Coffee with me. Son Town Sleeps here.
1786-08-07,I went to Ditos Before noone. his wife interd y s after n ; a Larg number attended. I tarried all night & watcht with Polly & Peggy.
1786-08-07,"At Blakes, his wife unwell. I went to Tilars."
1786-08-07,I have been at home. mr Ballard & Ben n Brown junr furrowing. Jon o & Cowen gone to help a Fammely up river. James Moore informs y t mrs Norris is very unwell Still.
1786-08-07,"at home. Eliphlit Cleand my Seller. mr Ballard Came from y e hook, then went to mr Bullins. W m Kannadies wife, I paid her what I owed her, Polly H., B. Peirce here, drank Coffee. Son Town Came down, Sleeps here y s night. Danniel Robbins unwell. I made him Some Catnip Tea. mr Blakman & Asa Mason were over Sett a Crosing y e river; Lost Corn & other articles, but were bot h savd from Drowning. James Bolton took y m up."
1786-08-07,"Birth. X Georg Boltons Son. X Cool Morn. I was Calld at 4/O Clok to Georg Boltons wife in Travil, put her Safe to Bed with a fine Son at 11 O Clok. Returnd home y s aftern. mrs Gardy Calld at mr Boltons. Jenny Coole here, Drank Tea. mr Ballard Came from Coart."
1786-08-11,"A A Clear morn. mr Brown went in hast after Doc t Colman for his Eldist Son being sick. I went from home at 12 O Clok to See him, find him very ill. Returnd home at Sun Set, found Sherebiah, Betsy & Polly Town and James Stacpool here. I was informd that mr Hathaway who was Drowned Last week was taken up & is to be interd this day. Eph m Cowin Came here y s Evinng to work for mr Ballard one month."
1786-08-21,"A Cloudy. Jon o Cowen & Hannah & Dolly went to Esq r Petingels to Meeting. I walked to mr Williams s , found y m well. mr Smith there."
1786-08-28,"A it raind y s forenoon. mr Town & Dexter Left here after n . Polly & Sally, mr Wil[nin] & wife here. mr Savage dind w h us. Lethgo, Davis, Brooks, The o H., Jesse & Burten all here y s day. I have been at home till 11 Evn when Calld out of Bed to mr Pattins. went on foot to Brooks s , then by water."
1786-08-30,"B I Came home from y e fort about noone, attended worship after n . mrs Jesse Koofe Slept here. Sam l Bullin & Ep n Cowen also."
1786-09-02,"X Birth. Capt Sprin grs Dafter. I was Calld at 10 O Clock in y e morn in haste to Capt Jobe Springers wife in travil, who was safe X Delv d Soone after my arival there of a Dafter. Left y m Both Comfortable and X returnd Before night. the Birth at 2 O clock."
1786-09-02,"I feel unwell y t . Mr Ballard gone to Lay out Road from ye Hook towards [winthrop]. it Storms. ye Girls are washing. I was Calld to Joseph Williamses at y e hook, his wife in travil."
1786-09-02,"thee Girls washt. I helpt do hous work. mr Blanchard returnd f m yarmouth. mr Wil ms here for Some Lee. a Little rain fell. mr Savage Came from Winth p , informs of y e Death of the widdow Allin, Daughter to mr Hopkins."
1786-09-02,"X Birth. Pattins Dafter. I put mrs Pattin to Bed with a Dafter at 4 in Morn. Came by water as far as Davis s Store, then walkt home. arivd at :01: o Clok morn."
1786-09-02,"it raind y s morn. our friends Set out for Cabesy, mr Ballard for pounalboro. I spun Shoe thread. mrs Weston here aftern n , mr Stickney also. mr Parmer here from Sebastacuk. Dolly and Polly Town & Eph at Boltons."
1786-09-02,"Clear. the girls washt. Mr Ballard wint to mr Sualls foren n , to town meating after n . mrs Copelin & mrs Hodges here. I feel unwell. Cowen Moed y e gardin. we pick t some Cotten."
1786-09-02,"this is Daughter Towns Birth Day, aged 28 years. I am not So well as I coold wish. my girls washing. Hannah North here, Says her Mame is Coming to See me. David Fletchers wife was Delivrd of a Son y e 22 ins t . Mrs North & y e two mrs Cox s here, mr Brooks w h them. mr Ballard w t to mr Bisbees. Doct Coney here, Says mrs Hardin is unwell again. Polly & Sally, Theoph s & [Jemmy] & Elijah Crage here at Evinn g ."
1786-09-03,Siesd with a pain in my Head.
1786-09-03,"unwell. thee women Calld & Tarried [till] Tuesday morn then Dismist, Shee [being] some more Comfortable but not [wishing] to Dismiss me So I am there yet."
1786-09-03,A Clear day. we are whitening Cloath. I have Been at home. Hannah fell off our new hors. Betsy Chever & Hannah North here.
1786-09-03,"Clear & warm. mr Ballard Gone to Coart. mrs Gardy & Bolton Came here. Betsy Coburn & Han h Mc Cathny, mr Twing & Jack North Drank Tea here. Cyrus Bought 4-1/2 lb Butter of Abr m Page. Gillbreath, Rufus Ballard, & Conerad Sleep here."
1786-09-03,"it began to rain about twelv, a Stormy after n . y e Girls & I spinn g Cottne. I had y e Collic all night. mr Ballard been to Pits town."
1786-09-03,"Clear & hott. we Bak t . Polly Fletchr Bak t for mrs Williams. we spun some Cottin. y e Girls went to pique Blue berries. I Boiled a fine Linning warp, 32 skeins."
1786-09-04,B At Blakes. it Snowd. Shee cood not Consent I shood Come home.
1786-09-04,"I finish d my gloves & was Calld to Charles Clearks, his wife very unwell. I Sett up with her the most of ye night. Shee was attended with Some feaver."
1786-09-04,it Thundred & raind before morn & has been a rainy day. I Bog t 25 lb of sheeps wool. I went to mr Porters & Crages & Williams s . y e girls spun. mrs Wil ms comfortable. mr Twing unwell. I Sent him some Pills.
1786-09-05,I am unwell. mr Ballard Gone to mr Suels with ye other Select Gentlemen to Settle with ye Revd mr Noble for preaching in ys town.
1786-09-05,"Birth. James Moors Son.X I was Calld at 4/O Clok to Brian Fletchers, his wife being unwell, but got better & her women went home. old mrs Fletcher & I went to Roberts after n . I was Calld from there in hast to James Moors wife, being in Travill. Shee was Safe Delivrd of a Son at 10 Evinn g . Calld from there to mrs Norris s who had took Cold, adminniStred Something which gave relief."
1786-09-05,"Clear morn. mr Ballard went to the NW part of y e Town to take Valluation. I went aftern n to mr Westons, mr Pollards, Colo n Norths & mr Williams s . Dolly & Betsy Chever went to mr Bisbies & mr Fauts a visiting."
1786-09-05,"Clear. Son Town & Jonathan went to Cobese, returnd y s aftern n . Brot Betsy up. informd y t a young man had fell into y e streem and was almost drowned, but revived. mrs s Brown & Farwel here. we here y t Emrys Leg is Like to ganger. Broth Towns wife was Delivd y e 27 ins t of a Dafter & is very ill, in danger of a feaver. I here also y t y e w o Fitch has had a Son & a young wom n at Swetlands, Bets Tarr by name, a Daft."
1786-09-05,Birth. X Josept Williams s Dafter & first Child. X I was Calld at 01/O Clok ys morn to Naigh r Williams s wife in Travil. Shee was very ill all day till about ten in y e Evinng when Safely Deliv d of a fine Dafter w t 9 lb. I tarid all night. Shee Seemd much fatagud. Sally Peirce Came and tarried with her. Eliab Purkins wife Dilvd of a Son yesterd.
1786-09-05,Cloudy morn. mr Ballard went to y e Med o . the Girls Pulld Flax. mrs Porter & Polly Hamlin here. mrs Foster Sent me Some Pees. mr Stephins a Turner Sleeps here.
1786-09-05,Mr Ballard mowd on y e Entervail. Polly Taylor & Dolly finisht pulling our flax. mrs [Wilm s ] here. mrs Densmore went home.
1786-09-06,"Clear, Some snow fell Last night. mrs Wilms here y s after n . Polly Hamlin at Evinn g . I finish t Cyrus s Gloves. have been at home all Day."
1786-09-06,"Birth. Isaac Cowens Dafter.X Calld y s morn at 8/O Clok to Isaac Cowen s to See his wife, arivd there at 1 / PM. found her Safe Deliv d of a Daughter, Born betwixt Six & Seven O Clok. Left them at 3. Returnd home 7, very much fatagud. had 2 falls from my hors which Lamd me Some. Polly & Sally here when I came home."
1786-09-06,Clear. I have been at home. Bak t flower Bread & ma d Soap. mr Lee was here. Hannah work t for Polly Hm ln . Dolly & Polly Town went to mr Crages. mr Foster brot a pair of shoes for Polly which Cyrus givs her.
1786-09-06,"Clear & Cool morn. the girls Scourd & wash t y e floors. mr Leighton Dind here. we had Roast Lamb, pees & Cucumbers. I was informd y t mr Coller of winslow has Buried 2 Daughters, all they had."
1786-09-06,"I have been at home. Polly Taylor spun 6 Skeins of Cottne & Dolly & Hannah did hous work. mr Ballard Came home, he is informd of y e Death of Death of Doct Gardner. Ezckiel Leighton Sleeps here."
1786-09-07,"very pleas t . I Com d 6-1/2 lb of flax. the ice moovd in y e river, jamd as Low as mr Brooks s ."
1786-09-07,"Clear. mr Jonston Came here, mr Biges also. mr John S t on Left here for home y s after n , and I went to mr Cowens with a Short webb to be wove. on my return Calld at Densmoores, his wife unwell. our Saw mill Beg n to go y s Day."
1786-09-07,"A Cloudy, Cold Day. thee ground frose. I have been at home Carding Tow."
1786-09-07,"Clear. Esqr Lovjoy Dind here, Oriah Cleark & his Son also. Son Town Came here. Polly Hamlin & Betsy Chever here. mr Ballard at mr Pollards after n. X. I Lent Doc t Coney six penny wt & a half X of X Rhubarb X. [sic] I have been at home y s Day."
1786-09-07,"A Clear Morn, it Raind after n . mr Dexter brot Loggs. mr Blanchard & Noah & ye Team work t at mr Williams s . his wife here after n , Drank Coffee. Rhubin Moore Sleeps here y s Night. informs of y e death of an infant of Collins Moors, a Twin of a month old. I spun Some Thread. Light in y e North this Evinn g ."
1786-09-07,"I have been at home. Benjamin White Bro t me a pair of Flat Irons, pr s 6/, which is my fee, 2/ remains, Due for remidies. Dolly is 14 years of age this Day. Parthena Barton here. mr Ballard mett y e Select Gentlemen at mr Pollards this fore noon."
1786-09-17,"A Clear. I was Calld to See Asa Mason, his foot wounded. I dres t it & returnd. Calld to See mr Ben n Brown who is Sick, his youngest Child unwell also. After I Came home, w t to See Neigh r Williams, he being unwell. Dolly s Throat Soar yet."
1786-09-19,"A very warm for march. y e ice on y e moove. a Breach Discoverd in ye Dam ys morn. our fammily all attended Devine Servis Except Ep h & my Self. Neighbor Williams & wife here after meeting, Brooks & Davis also."
1786-09-23,"A Clear. Son Town went from here. Polly Hamlin & Hannah went to mr Bisbe s . Lidia is Better. Esq r Lovjoy here, Isaac Savage & his wife also."
1786-09-26,"A A very warm Day. I was very unwell in y e fore noon. attended Devine Servis after n & Calld by Col o Norths Desire to See his Lady, Shee being unwell. I returnd home & went to N r Savages to See his Dater Hannah, Shee being unwell. Hannah & Dolly gone to Neigh r Williams s ."
1786-10-02,"I came home from Blakes, Left her Better."
1786-10-02,"A it began to Snow at one O Clok y s morn, a tedious Storm till 4 y s afternoon. Mr Ballard not Returnd. Y e Severes t Storm we have had this winter."
1786-10-02,a loury morn. I carried 36 Skeins of Linn g Warp to mrs Chamberlin to weave & 7 of Tow filling. a rainy afternoone. our gardin ploughd. mr Blanchard & Noah Woodward Came to work here.
1786-10-02,"A Cloudy day. mrs Densm r Came here & work t for me. I feel some unwell, Dolly also. mr Ballard makeing plan. Doc t Coney here, Let me have half oz. harts horn & 2 Stiptic Poud s , p rs 1/. [Tom Jons n] Came for me to See mr Willm s , he spits Blood."
1786-10-03,"Birth. mr Westn s Son. I was Calld to Mrs Westons at 1 O/Clock in morn, Shee being in Labour; was Delivred of a Son at 7 in y e morn. I returnd home about one aftern. Left y m Comfortable. mr Hopkins & Stanley here. Polly Fletcher Came to nurs mrs Weston. mr Ballard Been with y e Courts Committee on the Roads from y e River to winthrop & west & to y e Country Road East ward, which they have Laid out."
1786-10-03,mr Ben n Edwards & 3 men from Charlton dind here. I wrote to Brot h Waters by them. mr Ballard planted Corn y s day. our Mare Lent to go to Varsalboro.
1786-10-03,Clear. I howd the Beens & Cucumbers in the yard by y e Brook & spun some s h thread. took a walk with Eph & Polly as far as mr Williams s . Dolly wed Gardin. Jon o & Cowen Set 400 plants we Bought of mrs Bolton.
1786-10-03,"a Cloudy day. mr Ballard & 12 men wrk d on y e Road up y e hill North of our hous. mr Smily here, Dind. Jon o Came home from Son Towns, they are well. we Bak d a quart r of Veal & Began to Spin our Cottne. Jon o Bro t home Some herrin fish f m Towns."
1786-10-03,"X Birth. Moses Whites Dafter. X a rainy day. I was Calld to moses Whiles, his wife in travil. I went by water to Jacsons Landing then walk d , arivd at 1 O Clok. Shee was Safely Delivd of a Dafter about 5. I rode to y e fort, Crost y e river, arivd at home at 8 y s Evin g . found Theophe ls , Daniel & Eliphelit here a Setling y r Sawing afairs. I Charg d mr White 7/ for Extract n & medisin."
1786-10-03,A Clear. I was Calld to Cap t Savages to See his wife & Sett up with her this Night. mr Ballard went to Winthrop to meeting.
1786-10-03,"Clear. Clarrisa went. Jon o Came from watching with mr Brown, Says he is Better; Hannah from watch ng w h mrs Hodges, Shee is Better. I went to mr Porters on a visit, was at mr longs. Rhuben Cowen had 1 oz. Salv for him Self & 1 oz. for Sam l Jackson, did not pay for it. november 17, Jackson paid for his Salv."
1786-10-04,unwell Still.
1786-10-04,"Clear. Mr Blanchard Sett out for North Yarmoth, Gillbreath for home. old mr Smyle here. mr William Gardner, also Polly Hamlin & Sally Peirce. I have been at home ys day. mr Ballard is 61 years of age y s Day."
1786-10-04,"at home. mr Gardy went to y e fort. Polly H. here of an Erand. I spun thread & knit. Dan l Breakfasted here, means to Bord at Boltons from y s time."
1786-10-04,Cloudy morn. Polly Haml n here. Doct r Barton Breakfasted with us. we Began to hill our Corn.
1786-10-04,"Clear. Revd Mr Foster Dind here. we Spun Cottne. I went to mr Williams s . Polly Fletcher wint from Nursing her. I receivd a pair of Shoes & 2/ from mr Beeman for attending his wife & for Medisen, of Savage Bolton 1-1/2 lb Cottne for Servis Done there."
1786-10-04,I have been at home till 7/O Clok when Calld to Ben n Browns to See him & Son Nathan l . I Sett up with him y s night. he rested very Comfortable. it raind.
1786-10-05,at Clearks. gave his wife a portion of phisic which gave her Releaf. I left her about 5 O/Clock & Came home upon ye river.
1786-10-05,"Clear. I Carded Cottne. y e girls washt. old mrs Bolton, mrs Chamberlin & mrs Savage here, Drank Coffee. mr Pattin Came for me to See his wife who - I was at Pattins, his wife is unwell."
1786-10-05,rainy. I Came home from mr Browns. Shee gave me a piece of Beef. Brely & family arivd at his Camp Last Evinng. my girls washing. mr Foster & his two Brothers here after n . & Polly & Sally here. mr Ballard and Theoh ph Setled acounts.
1786-10-06,"A Clear Day. mr Ballard went to Cabasy, Hannah and Dolly to mr Pollards. I am unwell. Cyrus Brought hannahs Shoes home."
1786-10-06,"A Shoury Day. Polly Ham ln here to work. I went to See mr Williams s , he is Lame. Eph m Cowin Bro t Turnip Plants from Wilm ss . mr Ballard at mr Pollards."
1786-10-06,"A Clear Day. Polly Hamlin Dind here & mr Leighton, Son Town & Betsy. John Shaw work t for us & Isaace Savage y e 3 d . The Girls gone to mr Westons y s aftern n . mrs Williams here towards Evin g . we had some apple pies."
1786-10-06,Clear. I Came home from Williams s y e morn at 01/O Clok. Left her very Comfortable. Polly Fletcher is Nurs. Mrs Cowen & mrs Follett here. Ben n Edwards & Wills Dind with us. Hannah & Dolly went to See mrs Wil ms . Col o North is returnd from Boston.
1786-10-06,"Clear & Hott. we pulld flax. mr Ellis, mrs Stone & Polly Cowen dind here, Brot h Moore been here, informs y t mr Fairfield is very Dangers."
1786-10-06,"I went to mr Porters. Bo t 2 oz. Indigo, 2 Green Col rd Bowls, 1 Tunnill, 1 Dipper, 1 Pepper Box, 2 Tumblers & 3 y d Tape, paid with an order from Isaac Cowen. Jon o has Changd y e mare for a hors. Hann h receivd a Line from Daft r Town, her fammely all well."
1786-10-06,"Clear. I gatherd Biens. Gillbr h Dind here. mrs Powers, Cate Scott & Hann h Fuller drank Coffee. Wil m & wife here, mrs Bisbee & Lidia."
1786-10-06,"X Birth. X X Ezra Hodges Son. XX Clear. y e Girls wash t . mr Ballard workt on y e Rode by y e mill. mr Vaun here. I did hous work & Sowd Seeds. was Calld by mr Pollard at 6/ PM to mrs Hodges. Shee in Travil and was Safe Delv d of a fine Son about 11/. I then wint in hast to mrs Brown in Travil, arivd there at midnit."
1786-10-06,South wind & rain. I have been unwell.
1786-10-07,Clear & Cool. I doubeld & twisted some Tow yarn. Susanna Cowin Brought home 13 yds of Cloath which Shee wove for me. mr Burrows & wid o Clearks son Slept here.
1786-10-07,"Very hot. old Mrs Cowin here & dind. her Husband car d to jale for Debt. Mr Ballard gone to Cabese & Town meeting. I maid a Sheet & wed gardin. A thunder Shower. mr Lee & Brooks here, and mrs Shaw. W m Keenady after me to See his wife. I was lame & did not go."
1786-10-07,"A rainy Day. Mr Ballard & Lee Settld & Lee gave a note of 11=13:7 for the Ballance. I have been at home, hoad y e Peas aftern. mrs Bolton had 1/2 lb Tea for plants."
1786-10-07,"Clear & hott. mr Ballard, Savage and Cowen mending y e Dam. I went aftern n to mr Edsons & Carried 32 Skeins of Linning warp for her to weave, 11-1/2 skn s of Tow y n & 8 of Cottne. the girls went to n r Savages for green Peas. I let y m have 1 lb of Butter."
1786-10-07,"I have been at home. mr Ballard is unwell, has taken Some Soap pills. Polly Taylor & her Cousins here, mr Bolton & Chamberlin also."
1786-10-07,"I was Called Early y s morn to See Lidia Savage, who was very ill. gave her some urin & honney & Some liquirsh & put a plaster to her Stomach. went up after n , find her Relievd. Went to See Neigh r Williams, find him Better. hear mr Brown is mending."
1786-10-07,"Birth.X mr Porters Son.XX I am unwell Still. Mrs Brown & her Sister Higins here. Isaac Herdin had 1 oz. of Burn Salv, price 1/ which is not pd. my Girls Brueing & Scouring y e puter. the Saw mill has gone Some y s day. I was Calld To mr Porters wife at half after Seven in Eving. Shee Being in Travil and Put her Safe to Bed with a Son at half after 9/O Clok. I tarried with her all night. fee recievd."
1786-10-08,"A Clear. I was at mr Porters y s fore noon, attended Divine Servis after n , was agreeably Entertaind with a discoarce Delivrd By Revd John Foster of Paxton."
1786-10-09,"A Clear, wind N.W. Mr Williams & his wife Dind with us. Hannah & Dolly went home w h her."
1786-10-18,"A Birth. mr Gordins Dafter. X. receivd not any thing. Cloudy foren n . I was Calld at 8 O/Clok y s morn to Mr Gordins, his wife in Travil. found her Put to bed by old mrs Fletcher with a Dafter. I calld at mr Willims on my return, found her unwell. tarried there till towards Evin g , left her more Comfortable. mr Lee here at Evn g and Polly Hamlin."
1786-10-20,A A Clear day. mr Ballard very unwell. I Bak t Some Bread for him to Carry w t him if able to go on y e Bussiness of Deviding Pitts s Land.
1786-10-22,"A A Clear Day. I attendid y e worship. Calld to See mrs Porter, was at mr Westons in Intermition. Nabby Jackson here for Some Maiden hair for mrs Bent who Remn s poorly."
1786-10-24,"A Clear. I have been at home. Jon o is unwell. I gave him a Portion of Rhuburb. we kill d a Chikin, made Some Broth. Sherbiah Town Came here, Left y e famely well"
1786-10-29,"A A Clear, Pleas t day. I attended meeting, the Sacrament adminesterd. mrs Westons Son Baptised by y e name of Samuel. mr Ballard & I went to visit y e Revd mr Foster this Evening. mrs Rebeckah Wiman & Sally Peirce here. David Nichols & mr Atwoods Son here with y e Capt n . Capt Nichols here from OXford, Brog t a Letter from Brother Collins of Oct the 1 st ."
1786-10-30,A Clear. I attended Devine Servis. Revd Mr Moore performd. mr Bullins yongest Dafter Fainted & was Carried out of y e hous to mr Pollards. Shee recoverd her Sences just as Servis was Ended. I attended after n . Polly Taylor and her Sister sup t here. mr Fairfield wounded.
1786-11-02,"Clear, wind NW. Mrs Springer Dind here. we spun Tow."
1786-11-02,"I was at home. mr Chamberl n work t here. Uriah Cleark & wife & Son & mrs Wilm s Drank Tea here, Daniel Robbins also. Broth Moore sent for his Nails & some Rhum."
