date,text
1797-09-05,"Clear and warm Day, rain at Evn. mrss Dingley and Dagt Lamb t , mr Lamb t allso, took Tea with me. I Came home from mr Robys this morn, he went to mr Halls and Conductd Polly Buterfield home with him. our men all a t Son Jonas to work. mrs at mr Robys. mrs Dingley and Dagt Lambt here."
1797-09-05,"Clear and warm. I was Calld to See mrss Gill at 9h morn, find her very unwell. Shee Calld her women at 7 Evn, Shee Continued unwell all night. young mrs Brooks went home at Evn. at mr Gills, his wife unwell. [18]"
1797-09-06,"Clear and warm. I removd parsley and Burnit roots and planted 30 hills of Cucumbers and made a visit to mrs s Joy aftern. mrs s Dingley there. I went to See Sary Neall about weaving for me, Shee Came here at Evn and brot home 16 Skeins Lining y n and took 5 lb flax to Spin. at mr Joys & Dingleys."
1797-09-06,"Clear. my Sons Town & Lambart went from here. my Dagt and Allin Spen t y e Day here. Shee is not so Well as Could be wisht. mrs s Moore and M c Causland and Nancy BraadStreat & mrs s Dingly here. mrs s Hall Calld here. mr Ballard been to his Sons and is now gone to winthrop. at home, had Comp y ."
1797-09-06,"X. [Birth Charls Gills Dagt]. XX. Clear. my patient Seemed very feeble. the force of her illness Came on at noon and Shee was Deld at 1 h 30 m pm of her first dagt and 4th Child. I left her and inft as well as Could be Expected at 7h Evn and returnd home, find mr Ballard very unwill. I applied Burdoc leavs & rhum warm to his neck and Sholders. Son Town Sleeps here. at Ditoes. Birth 39 th . Son Town Sleepshere. receivd 12/ in Cash and Butter Jany 19 & 20 th .1798. [19]"
1797-09-07,"Clear and Cold, the wether moderated a t Evn g . I was Calld at 11 Evn to See the wife of Benn White who is in Labour. a t Benjam n Whites."
1797-09-07,"Clear fore n , rain & haill aflern. mr Ballard went to Survey for mr Smith, the Blacksmith. mrs s Leach Combd flax for me, 26 lb, had 13 _ lb Tear. Hepsy went home, I paid her 6/, I allso paid Huce 6/ and mrs Leach 2/1_. Cyrus went and Brot Polly Bulerfield here from Sidney, they wrode in the rain. at home. Polly Buterfield Came to work for me, Cyrus went for her."
1797-09-07,"Clear. mr Ballard Surveying for Danl Foster foren, went to Son Jon a s aftern. Hoyet there all Day. Polly went to Conduct Sally Lauson here. Eph m Carried Current Bushes to mrs s Lambart. I have been at home. at home. Sally Loson Came here at Evng."
1797-09-07,"Clear Part of the day. I Did my hous work foren. Philip Bullin returnd from Surveying . I was Calld to See my Dagt Pollard after n , find her very ill. made use of means which gave relief; tarried all night. mr Ballard had the Collic y s morn, went to Son Jonas aftern. at Son Pollards. my Dagt very ill. the famely Came to the house where mr Pollard had livd."
1797-09-07,"rainy part of the Day. I have wound 14 Skeins Cottne on quills. mr Ballard & Hoit went to Jonas. Son Town & Ezra took Breakfas t here, they informd that a Child of Alax r Smyles was Drowned las t monday. mrs s Livermore and her Dagt Pickford Calld here. Hannah Savage brot 32 Skeins Tow yarn which Shee has Spun, for which I paid her 8/ in Cash. at home. mr Town here, informd of a Child being Drownd at Sidny last monday. mrss Livermore & Pickford here at Evng."
1797-09-07,"X. Birth mr Eads Son. XX. Clear and very warm. we killd a Lamb the quarters waid 36 lb. Mrs s Cyphers Came here and brot home Some yarn. Shee and John Blunt dind here. I was Calld to See the wife of mr Eads, who was in labour,and was Safe Deld of a fine Son between the hours of 4 & 5. I returnd home at Evn. a t mr Eads. Birth 33 d . receivd 9/ as a reward, on y e 31 inst."
1797-09-07,"Clear. I left mrs s Waid Early this morn, have been Doing my work about house. I washt the Eas t Chamber and Stairs and many other things, and feel very much falagud at Evn g . Thankfull has been to Son Jon a s. Polly Jakens Came home with her. at Ditoes. Thankfull went to Son Jonas. Polly Jakins Came home with her. Allin Lambt is 1 year old."
1797-09-07,"Clear. I have been doing house work. Thankfull and Hepsy went to help my Dagt Lambart quillt this aftern. mr Ballard is Some better. at home. [20] A X. [Birth Danl Robys Son]. XX. Clear. I attended at worship, was Calld at the Close of y e Sermon by mr Roby to See his wife, who was in Labour. Shee was Deld Soon after I arivd of a Son. I returnd home after Sun Sett. Son Jona here. at Meeting & at Robys. Birth 40th. fee receivd march 6th, 98."
1797-09-12,"A X Birth Bm n Whites Son & Sixth Child. XX. Clear and Pleasan t . I was with mrs s White who was Deld at 3h morn of a fine Son, I left her as well as could be Expected, and returnd home at 7. I reicivd 9/ as a reward. the men went to meeting, I went to bed and Slept a fine nap. Son Town Came here at Evn, Sleeps here, his famely well. a t Bmn Whites. Birth 17. recivd 9/. Son Town Sleeps here."
1797-09-16,"A Clear and very warm. my famely all attended worship at the fort foren, Expcep t my Self. I was there aftern. A Gentleman by y e name of Stone performd. Sons Pollard & Lamb t with their wives and Babes here after meeting, mrs s Joy and her Dagt, Polly Pollard & Caty Mc Lad allso. a t [meeting] and at mr Eads s , his Lady Cleverly."
1797-09-23,"A Clear and pleasant. mr Ballard, Cyrus & Hoyet attended worship at the fort, Polly & Sally at the hook. I went to hear mr Stone aftern. I had our Dinner to Cook and am Some fatagud. Phillip Bullin here. at meeting. Brother EbenZ Moore & Rufus Ballard at meeting."
1797-09-23,A Clear and warm. our men attinded public worShip. Polly Jakins left here aftern. Sela Pitts here after meeting. I feel fatagud with my work. I made a Chees this day. at home. Sela Pitts here.
1797-09-25,"A Clear. Son Pollard Came and Conducted his wife home. Shee walkt in to our Store this morn. my famely all, Excep t my Self, attended worship at the fort. Augustus Ballard Came here, he was at meeting at the hook. they me t in their meting house. Son & Dagt Lambart and Ephm home after meeting. at home. Dagt Pollard went home. Son & DagtLambart here at Evng."
1797-09-28,A rainy. I tarried with my Dagt till near night when I left her much more Comfortable. Old Lady Pollard Came there a little before night. at Ditoes. my Dagt is more Comfortable.
1797-10-02,Clear. I have been at home. Ephm workt here. at home.
1797-10-02,Clear and very warm. our men got the hay into the Barn this aftern. mr Ballard and Hoit at Jonas foren. Polly Buterfield washt and went to Ziba Halls to work. at home. Polly went [fm] here.
1797-10-02,"Clear and warm. mr Ballard workt at Son Jonas. Thankfull washt and wash t the Bed rooms, kitchen and Store. I Cleand my Seller and washt Some old Cloaths. we went to mr Livermores to See Alpheus who is Confind with a broken Legg, but See Comfortable. at mr Livermores."
1797-10-02,"Clear Except a Shower in the foren. I finisht my Self a Tow Shift and went to See mrss Dingley, find her tolerable well. mr Ballard been to Son Jonas. Cyrus & Hoit Cutt Stalks. at mr Dingleys."
1797-10-03,"Clear. Dagt Pollard here yet, Shee had a very ill turn this aftern. mrs s Baxter Spent the most of this day with us. Son Pollard Sleeps here. at home. mrs s Baxter here."
1797-10-03,X. Birth Magr [Ben n ] Stickneys Son. XX. thunder Shours foren. I was Calld at 2h 30m to See the wife of Magr Stickney who was in labour and was Safe Deld a t 2h 7 m pm of her third Son and 5th Child. I left her and infant Cleverly and returnd home a t 4. I receivd 9/ as a reward. at Magr Stickneys. Birth 31 st . receivd 9/. mr James Bridg & mrs Hannah North were united by the mariage Covenant.
1797-10-03,"a very rainy Day. I spoold 40 Skeins of wolen warp. mr Ballard went up to Town. Derias Ballard Dind, Supt and Sleeps here. at home."
1797-10-03,"X. Birth Cap t Gershom Cox s 2 nd Dagt. XX. Clear and pleast. I was Calld at 5h 30m morn to See the wife of Cap t Gershom Cox who is in Labour. the [foets] was in an unnatural posetion but I Brot it into a proper Direction and Shee was Safe Deld at 7 h morn of a fine Dagt, her Second Child, both of the Same Sex. we took Breakfast at 9 and I was Coming home but the inf t appeard to be not So well as I Could wish to See it, and I tarried using means for its relief till after n n when I left it Seemingly better but not without Concern. I left Old Lady Cox with them. at Capt Gershom Coxs s . Birth 43 d . receivd 9/8_ as a reward. mr Ballard and Hoit at the Meddow."
1797-10-04,"Clear. the two mrs Fullers Came to my Sons to visit us, we are all well yet. I am kniting for my Dagt. a t Ditoes. mrs s Fullers there."
1797-10-04,Clear. I am at Ditoes. mrs Eunice Stackpole Came to See us. my Dagt went to bed as well as Shee has been Sinc I Came here. a t Ditoes. mrs Eunice Stackpole here.
1797-10-04,"Clear and warm. Son Jonas wife Dine. Shee, mr Pitts & his wife took Tea. mrs s West & Sister from Hallowell here, Old mr Pollard allso. we have been washing. I have made a Chees Since 8 Evn, it is now 10; it is in the press. how great my Toil. at home, had Company."
1797-10-04,Clear and warm. I have been makeing Shirts and Boiling my Cloath. our men been mowing and geting in hay. mr Ballard returnd from y e point. at home. Polly Came home. mr Carters inft Expird.
1797-10-04,"Clear and warm. mrss Davis left here. Cyrus went to the hook, bot me 7 lb flower @ /6, 2 lb Sugar @ 1/2. Sons Pollard & Lambt, their wives & Babes, mrs Baxter & Polly Pollard here, Rachil Capin allso. at home, my Child n here."
1797-10-04,"very rainy, it held up a little towards night, and mrs s Coutch was Conducted over the river by my Son & Hoit. afterwds we had a heavy wind from NE. I do not feel So well as Could be wisht. Hepsy and I finisht picking my wool. at home. mrs s Coutch here."
1797-10-05,"rainy morn. I have been at home, Combd Some flax and filld quills. Doct Page Came about noon and Sett a Bone which was broke in my hand by a fall from a hors last Sunday. mr Ballard went to Son Jonas. Son Town Came home with him. at home. had a Broken bone Sett in my left hand by Doct Page."
1797-10-05,"Clear and very warm. I have been doing work about house & winding quills. mr Ballard & Hoie t went to Son Jonas. Thankfull & Polly went to mr Dingleys. Caty Mclad and Rhoda Pollard Came here, Rhoda Sleep s here. a t home. the Girls went to mr Dingleys."
1797-10-05,"Clear. mr Ballard and Cyrus went to work at Son Jonas. Thankfull washt and went to mr Thwings. a man by the name of Edson Dind here, who is on his way to Sandage and Expects to See my Bror Jona. Cyrus informs me that Old mr Pierce Expird this Day before noon. may we all attend to the Call, be ye allso ready. a t home."
1797-10-05,Clear Except a Shower. mr Ballard went to the meddow. I have been at home. we Churnd & made a Chees. Cyrus & the girls went to gather blackburys on the hill. at home.
1797-10-05,"Birth mrs Getchels Son. Clear and pleast. I was Calld at 4 h m to See a mrs s Getchel at the hook who was in Labour with her first Child, her husband at Sea. Shee was Deld at 11 h of a fine Son. I tarried with her till till [sic] 6 pm when I left her and inft Cleverly and returnd home. at [mrs] Gitchels. Birth 45 th . march [11], 1798 receivd 6/ in part."
1797-10-05,"Clear and windy and Cool. I have been at home, feel more Comfortable. mr Ballard and Hoit workt at Son Jonas. a Gentleman by the name of Stone Sleeps here, he is from Townsend. at home."
1797-10-06,"Clear. I pu t my Cloath ou t and wet it my Self and Did my house work, and Dress t 37 Skeins Lining yarn. the Girls Spining Coten. Hoit finisht Planting Corn. at home. we finish t Planting. 20 7 rainy Morn. I was Calld to See the wife of Capt Saml Hussey who was in Labour. I found her Safe Deld of a Son, her 4th of the Sex. I was much fatagud. at"
1797-10-06,"Clear. I do feel very much fatagud, but am without help and have my work to do, and was Calld to See Sally Waid who is unwell. Shee Seemd revivd when I arivd. I was Calld to See my Dagt Pollard & went from there. I administred a Clister which gave her relief, returnd home after Sun Sett and had my work to do; hard is my lott in life. at mr Waids & at Son Pollards. my [Dagt is more] Comfortable."
1797-10-06,"Cloudy and Some rain. I have been at home, did my house work. a t home."
1797-10-06,"X. Birth [W m Stratens] Dagt. XX. Clear and very pleast. I was takeing Care of apples which were brot from the Bolton farm foren, was Calld a t 1 h 35 m pm to See the wife of mr W m Straton of Hallowell who was in Labour, and was Safe Deld at 2h 15 m of a Dagt, her Second Child. I returnd at 7h Evng. I receivd 12/ as a reward. at mr Stratens. Birth 47 th . recd 12/as a reward. Cyrus Brot 12 Bushels apples home from y e bolt n place."
1797-10-06,"Birth Isaac Savages y e 3 d , Dagt. Clear morn. I was Calld at 3h m to See the wife of Isaac Savage y e 3 d , Shee was in Labour, and was Deld at 4 of a Dagt, her Second Child. I returnd home a t 6h 30m. mr Ballard & Hoit went to Jonas. Old Lady Coutch Came here and dind, then went on for home. at Isaac Savages. Birth 49 th ."
1797-10-07,"Clear. I have been planting beens and Mellons. I paid Sarah Lasson /6 which was all that I ow d her for what Shee has Done for me. I allso paid Polly Butterfield 17 s :6 d which was all that I owd her for work to this Day. Hoiet went to mr Blaks for 1/2 gal n W.E. Son Ephm Came here with mrss Capins hors to Pasture, he Sleeps here. at home."
1797-10-07,"Clear and warm. Son Lambar t Calld me a t 2h this morn to See his wife who is very ill and has been thro the night. I Spen t the day with her, Dag t Pollard allso. I felt fatagud and Came home a t Evn. Caty M c Lad is with her this night. mr Lambar t took a man by the name of Hamelton for thieft and Commited him to Goall. he has taken from Several People about the fort, and Sundry articles. may he Sincirely repen t and God Graciously pardon him. O how I pity his Bosom friend, if he has one. a t Son Lambrts, my Dagt very Sick."
1797-10-07,"Clear. I was at home foren Sewing, was Calld aftern to See mrs Whilwels infant who is unwell with a Cold. I applyd a plaster to the Stomach and Onions to the feet and gave it a Syrrip of mullin. it Soon revivd and I returnd home. Calld a t Son Lambarts, they are well. the midle Pier of the Kenebec Bridg was finisht and there were 7 Discharges of the field piece and 3 Cheirs. at mr Whilwels, his inft unwell. mrss Cyfers & Savage been here."
1797-10-07,Clear. I have been mending NapSacks and makeing preparation for mr Ballards going on the Business of Surveying. mrs Finney Sent my Dyaper home. at home.
1797-10-07,"Clear morn, rain aftern. mr Ballard went to Varsalboro. I have been at home. we made Some mins Pies. Thankfull Godfray Sleeps here, Shee Spoold & warp t her bed Tick. at home. it is 20 years this day Since I left Oxford."
1797-10-08,"A Clear foren, raind a t night. my famely, Except Cyrus and I, attended worship at the hook. I Did not feel So well as to go, but made a Chees. we had String & Shell Beens for diner. Hepsy informd me that Naby Andrews is very Sick at Shuball Hinkleys. Hannah Savage here for advice respecting her Brothers infant. Shee Says it pases blody Stools."
1797-10-10,"A Clear and very pleast. mr Ballard is not yet returnd. Cyrus & Hoit attended at the fort, Hepsy at the hook. Thankfull Calld here. I Did not feel able to walk to meeting and tarried a t home. at home."
1797-10-17,"A Clear. I mended mr Ballards Coat foren, went to meeting aftern. I Saw a Girl take a fan ou t of mr James Pages Sea t and pu t it in her pocke t . I informd mr Page who wen t to the Seat Shee was in and Shee Deliverd it up after denying Shee had Seen it. I Did not know her name but am informd it is Ellis. at meeting. Revd mr Stone informd us he proposes a visit to his friends."
1797-11-02,"Clear and very pleas t . I have been Sewing and gathering herbs in my gardin. Old Lady Tounsin of Sidney, mrs s Savage & Cyfers here. I Paid mrs Cyfers all I owd her for work Shee had Done for me. at home, had Company. Son Cyrus is 41 years Old this day."
1797-11-02,"Clear and pleast. mr Ballard, EbenZ Coal, Enoch Hoit and a mr Warrin Sett out at noon to do a Job of Surveying at Boudenham. I have been at home. Hepsy washt and Scourd Puter. Cyrus wen t to Son Jonas, he Saw old mr Hamlen who left Oxford a weak Since; my friends all well. then Luis Hamlin arivd this Day with his wife. a t home."
1797-11-02,"Clear Except a Sprinkling of rain. mrs s Capin and my Dagt, and mrs s Dingly & Thankfull Godfray here. I have been at home. Son Lamb t here at Evn. at home. mrs s Capin and other friends hear."
1797-11-03,"rainy. I have been at home, Spoold 44 Skeins Lining warp. Phillip Sleeps here. at home."
1797-11-03,Clear and very warm. I have Bakt and done other house work. Thankfull did her Stent at Spining and helpt me Some. mr Ballard and Hoit workt at my Sons. a t [home].
1797-11-03,"X. [Birth Jessy Kimbals first Son & 3 d Child.] XX. Cloudy foren, a fine rain aftern. I was Calld this morn abou t day to See the wife of Jessy Kimbal who is in Labour and was Deld about the middle of the Day of a fine Son, which wd 12 lb. Shee Seemd much fatagud with her Labour. I tarried with her till after 6h pm whin I left her as well as Could be Expected. I receivd 9/ as a reward for my Service. a t Jessy Kimbals, first Son & 3 d Child. Birth 34th. recd 9/ as a reward. this is the 700th Birth I have assisted at Since June 1778."
1797-11-03,Birth Andrew Goodins first X Dagt by his pres t wife XX. Clear Except Some lig t Showers. I was Calld a t 3 h morn to go to See the wife of Andrew Goodin who is in Labour. I arivd there a t 4. Shee was Safe Deld at 12 & 40 m of a fine Dagt. I left her and inft Cleverly at 4h pm. mr Goodin bestowd 12/ as a reward. I find mr Ballard is gone to Dresden. Hepsy has been washing. EbenZ Haild Esqr Sleeps here y s night. a t mr And w Goodins. Birth 44th. recd 12/ as a reward.
1797-11-04,"Clear. mr Ballard went to Son Jonas to work. mrs s Dingley & her Childn Dind here. my Dagt is not So ill as Shee was yesterday, but we Calld Doc t Cony to See her. he recomminded Some medicin, left her Some pills. P. Bullin is here this night. Thankfull has Put a piece in the Loom & Sett it to work. a t home. Bullin Sleeps here."
1797-11-04,"Clear. I houghd Gardin foren and went to See mr Carters infant. it had an ill turn yesterday and Seems weak this day, but not in much pain. Old mrs Smith there. a t mr Carters. receivd 15/ for assisting his wife."
1797-11-04,"Cloudy. I went to help Dag t Lambart quillt, She had all most got her bed quillt out. I helpt finish it. Shee and I went to Son Pollards and Spin t the aftern. Rhoda and Hannah were both unwell. Son Pollard been unwell but is got better. Thankfull warpt a woolin web and put it in the loom and wove 1 yd. Carded & Spun 1 Skein wool this day & Evng. at my Sons Lambart & Pollard."
1797-11-04,"Clear and pleast. Dagt Lambart and Ephm went from here before Bkfs t . I have been gathering my beens in the door yar d . Hepsy washt the rooms, Cyrus and Hoit puting the manure in the Barn y d in heaps. mrs Tombs of pittst n here. at home."
1797-11-04,"Clear and pleast. I have been at home. Hepsy and I bro t 70 Cabages in. Mrs s Dingley left her Childn here, Shee went to see [mrs Parmer]. at home. Son Jonas Dagt Came here."
1797-11-05,"X Birth Son Towns Dagt & 11 th [Child]. XX. Clear. Son Town Calld me out of bed at 1h 5m Morn, I find my Dagt very ill, not able to be removd from bed, Shee was Dild of a Dagt and all performd which her labour required at 1h 20m. no woman arivd till after all was performd but Dresing the infant. this her Eleventh Child, Shee is more Comfortable than I Ever Saw her. at Ditoes. Birth 20 th. I have been Some unwell this Day."
1797-11-05,"Clear and warm. I have been at home, did my hous work & quilld 21 Skeins y n . a t home. Bullin left here."
1797-11-05,"Clear and hott. I have tended my Cloath and houghd in my gardin. Thankful went to Son Lambarts, Cyrus to mill. he informs me that mr Carters infant Departed this life yester morn and was interd this aftern. at home."
1797-11-05,"Clear. I have been Doing my house work and gatherd Seeds from my gardin. mr Ballard returnd from Varsalboro, he was informd at the ferry that mr Thwing had a Child Drowned in the wel. I Could wish it might prove A mistake, alas it provs a fact. God Suppor t the parents in their afliction and be better to them than ten Sons is my pitition. a t home. mr Thwings Second Son Drownd in their well this Evn."
1797-11-05,"X. Birth Moses Parmers Son. XX. Clear and pleast. mrss Parmer was Deld of her first Child, a Son, between the hours of 12 and 1 morn. Shee has been very ill the first half of the night, but is Cleverly after being put to bed. I wen t from there to mr Whites, find his wife Safe Deld of a Son and Cleverly. I walkt from there Cap t Coxes to Whites and back to mrs Husseys, then Crost the river with mr Bullin and walkt from mr Shepherds to Parmers, then wrode a Colt home on which woman never was before. I went to mr Dingleys after I Came home, mr Ballard allso. he returnd from his Journey this aftern, in health and Safety. at Parmers, Whiles. Capt Cox is at Charls s and Gershoms, mr Bullins, Husseys and Dingleys. Birth 50.mr Ballard returnd, receivd 9/ of mrs Parmer June 28 th ,1798."
1797-11-06,"Clear and very warm. I pu t my Cloath out to whiten and wound quills foren. mr Ballard and I attended Lecture. we Calld to See Dagt Pollard and Lambart, Hannah is much more Comfortable. Mrs s Baxter Complains of being very unwell. Rhoda Pollard is 3 years old this Day a. at Lecture & at Sons Pollards & Lambarts, and a t mr Blacks."
1797-11-06,"Cloudy. mr Ballard & Cyrus a t Son Jonas foren. my husband and I attended at the interment of the remains of our Brother Pierce this aftern. there were 3 Sons and 3 Dagts, 2 Sons and 1 Dagt by afinity, 4 Grand Sons. mr Ballard and my Self followd as moarners. I Calld to See mrs s Hamlin & Thompson as I returnd, find them Comfortable. Calld to See mrs s Eads s infant, it is unwell. at the intermen t of Bro r Pierce, the Funeral at 3h pm."
1797-11-06,"Clear. Dagt Lambart and Child Dind here, mrss Davenport allso. Son Jona, his wife and little son Came aftern. a mr Delino from PenobScott Dind, Supt and Sleeps here. mr Gadfray & wife Came at Evn. They went to mr Dingleys to Sleep. Hoit Came home from the meddow. mr Bunker Farewell Expird this night at 10h, very Suden. at home. Son and Dagt Lambart here, he is 25 years old y s day. mr Bunker Farewell Expired."
1797-11-06,Clear and pleast. I wound my yarn for Thread and went to mr Densmores and did Some house work & pikt wool. at mr Densmrs.
1797-11-07,"X. Birth Theop s Hamlins 3 d Dag t . XX. Clear and warm. I was Calld to See mrs s Hamlin at 4h pm, find her very ill. Shee was Safe Deld about 5 of a Dagt, her 5th Child. I left her and inft Cleverly and returnd home at Evn. I receivd 12/ as a riward. mr Ballard and Cyrus went to work at Son Jonas, his little Sons Sleep here, Jack [unwell]. at mr Thelp s [Hamlins]. Birth 36th. receivd 12/ as a [reward]."
1797-11-07,Clear and very pleast for the last of Septr. we had fresh Cucumbers from our Gardin. I have been at home. at home.
1797-11-30,"A Clear, our family went to meeting. I tarried at home with Jonas Sons, we gatherd a few Currents. Ebenz Coal here after meeting, Supt with us. at home. [Jacky] is here, [unwell]."
1797-12-01,"A Clear and very pleast. mr Ballard & Hoit went to meeting at y e hook and attended at y e interment of Joshua Learned who has lately resided at the farm of mr Charls Vahun a t hallowell. Son Lambart & Richd Foster with their wives, and Son Ephm, Aguslus Ballard, Thankfull Godfray Dind with us, we had a Boild Dish and roast Chickens. at home. the remains of Joshua Learned, who Expird 29 ult, were interd. I was Calld at 11 O Clock to See mrs s Densmore."
1797-12-02,"XX. Birth mr Thomsons Dag t & 3 d Child. XX. Clear. I was Calld at 2 hours morn to See the wife of mr Thompson, find her in Labour. Shee was Deld of her third Child, a Daug t , at 4 h . I left her and inf t Cleverly, and Came home foren. I receivd 9/6 as a reward. I went in to See mrss Eads & mrs s Hamlin, find them Cleverly. Son Cyrus Sett ou t for Winslow. at mr [Thompsons]. Birth 37 th . receivd 9/6. [ ]."
1797-12-02,"X. Birth mr Thos Dinsmores Dagt. XX. Cloudy morn & rain. mrs s Densmore was Safe Deld at 4h 30m Morn of her 9th Dagt and twelvth Child, and is Cleverly. I larried with her till the 11 [haur] lefet her and inft as well as Could be Expected. I receivd 6/ as a reward for my Service. mr Ballard is gone to Son Jonas, Cyrus to Pittst n , Hoi t Carting Bark for feuell. at mr Densmores, 9th Dagt & 12 Child. recd 6/ Cash. Birth 48 th for y s year, I allsorecd a Beef heart."
1797-12-03,"A rainy Day. mr Ballard returnd from the Plantation. Cyrus went to mr Blacks and Bot me 18 lb flower, paid Cash 6/. at home, pickt wool."
1797-12-03,"Clear Except a Shour in the morn. I have been at home, Bakt Cakes & helpt do hous work. at home."
1797-12-03,"Clear and very pleast. mr Ballard went to New france. I have been Doing things about house and tending thread to whiten. Old Lady Coutch here, Shee tarries all night. at home. Old Lady Coutch Came and Sleeps here."
1797-12-03,"Cloudy part of ye Day. mrss Patridg here. our men finisht giting our Corn in & huskt Some. I have been at home, began to knitt a pair of hoes for mr Ballard. at home."
1797-12-03,"A Cloudy, Snowd at night. I did not attend public worship. Cyrus Came up and returnd at Evng. Ephm, Dorkes, Allin here. at home."
1797-12-04,"Clear. I Cleand the Store, Sally warp 45 yds and drew it thro harnis and read. the Packet went past here upward. mrs North & Dagt were on Board. Phillip Sett out for Surveying. at home. the Packet went past here this day. I quilld [ ] Skeins."
1797-12-04,"Clear and warm. mr Ballard and Cyrus to Son Jonas to work. I have made a new Milk Chees, Changd milk with mrs s Joy. I had my Puter Can 28 times full in my Chees. Thankfull Spun 4 Skeins warp and helpt me Some. I Cleand my Sellar which was very dirty. a t [home]."
1797-12-04,"Clear part of the Day, Some Showers. mr Ballard at y e hook foren Surveying for mr Isaac Cleark. we attended a Lecture aftern. the association met at the revd mr Stones Lodgings. mr Ballard and I at mr Theops Hamlins after meeting. at Lecture & at mr Hamlins. a rain Bow in thewes t at 9 hour y s Evng."
1797-12-04,"Clear but Cool. mr Ballard Came to Son Lambards and Conducted me home abou t noon. I have been Seeing to my pickels, apples and other matters. Hepsy is at work on my wool which is for Stockins ye t . at Son Lambards."
1797-12-05,"X. Birth Saml Joys Dag t XX and 3 d Child. Cloudy foren, Clear aftern. mr Ballard Surveying for mr Cragg. Cyrus been to Pitts tn . I have been winding quills I wound 19 Skeins. Thankful wove 8 yds . Helpsy washt & Scoured my Puter. Hoyit Cutt Bushes. I was Calld at 9 h Evn to See mrss Joy who was in Labour. Shee was Deld at 10 of a Dagt, her 3 d Child. I left her Cleverly and returnd home at 1h 30m morn. at mr Saml Joys. Birth 41 st . receivd 9/ as a reward."
1797-12-05,"Clear and pleasant. Thankfull finisht weaving my Dagt Lambarts web, 18 yds. I have been at home Sheling Beens. at home."
1797-12-05,"Clear. we brot in 40 Cabages. I have been at home, knit Some, finisht my mits and began to foot my Stockins. at home. Hepsy Spun 1 Skein woolin yarn."
1797-12-06,"Clear. I have done my house work, washt the west room, tended Some Cloath. mr Ballard went to Son Jonas. at home."
1797-12-06,Clear. mr Ballard went to Son Jonas foren. Phillip Bullin Came here. Saml Norcross Dagt brot me 12/ which was Due from him to me. at home.
1797-12-06,"Clear. I have been at home, knitt on mr Ballards Stockin. he went to Son Jonas, my Dagt Ballard is gone to visit her Sister Getchel who is very low. Brother Ebinz Moores Son, Elijah, and Bill Kelly Sleep here y s night. at home."
1797-12-07,"Cloudy, rain at Evn g . I was Calld this aftern to See the younges t Child of mr Thwing, who has a Sweling on the left Side of the neck and Seems Some feavourish. I Calld at Son Pollards, they are well as usual; a t Son Lamb ts , my Dagt is gone to Sidney. Cyrus Came and Conducted me home on hors back. at mr Thwings to See his younges t Child."
1797-12-07,"Clear and very pleasant. Dag t Ballard went from here, my Husband attended her. mr Ben n Porter here, Dind. Rufas Ballard and Patty Moore Sleep here. I am informd that mr Bunker Farewell Expird las t Evn. I have finisht me a Tow Shift and made the boddy of another. at home. Dagt Ballard went from here. Dagt Lambart is 25 years old y s Day."
1797-12-07,"Clear and very pleast. I Did Some Gardin matters and doublid my Thread. Hepsy Twisted 28 knots. Thankfull here to Spool a web, Nansy Dingly with her; they took Tea here. at home."
1797-12-07,"Clear and Cold, the ice runs in the river. I have been at home. mr Ballard went to mr Bonds & the hook. Capt Williams Lady pu t to bed yesterday with a Son, Doct Cony opperator. I am informd Shee is not So well as Could be wisht. at home. Cap t [ ] went [past] with his famely."
1797-12-07,"Clear and Cold. mr Ballard been to Son Jon a s to work foren, to the hook aftern. I have been at home, finisht my Shift. a t home."
1797-12-19,"A Clear and Cold. I attended worship, Son and dagt Lambard gave their infant up by Baptism, the name is Dorothy. we brot little Allin home with us. Cyrus Came home this morn, he went to meeting. at meeting and at Son Lambarts."
1797-12-24,"A Clear and very pleasan t . I attended worship at Hallowell, Hepsy allso. John Rices Child Baptised by the name of Betsy. at meeting at Hollowell."
1797-12-24,"A at Isaac Cowins, Son Cyrus Came home to liv. at [Cowens]."
1797-12-26,"A X. Birth mr Bonds Son & 10 Child. XX. Snowd. mr Ballard went to meeting. there 6 persons only there foren. I was Calld at 7h Evn to See mrss Bond who was in Labour. Shee was Safe Deld about midnight of a fine Son, which wd 11 lb _. it is her tenth Child. mrss Cony & Cumings tarrie there all night. my patient is as well as Could be Expected. at mr Bonds. Birth 53 d . receivd 12/as a reward."
1798-01-02,Clear. I have been at home gathering Beens and Sheling them. mr Thomas Hinkleys wife here for a hernis. Thankfull warpt a web on my Bars. at home.
1798-01-02,"Clear and Cold. mr Ballard went to Son Jon a s. I have Spen t the day Nursing Allin Lambard, he has oftne Calld for his Pah and Mah, but has not Cried very much. at home. Allin Lambard here."
1798-01-02,Clear and Cold. I tarried with mrss Bond till Evng as Shee is disapointed of her Nurs. mr Dingley here at Evng. I went and returnd in a Sleigh. a t Ditoes.
1798-01-02,rainy foren. mr Ballard went to Son Jonas to work on the Barn. I have been at home. mr Lamb t brot Dorkis here to Spin for me. Shee brot Allin. at home.
1798-01-03,A Clear and very pleas t . we all attended worship Excep t Hepsy. Rufas & Patty left here for their own home. the wife of Joseph Stackpole was admited to full Commumon with the Church here. at meeting. the Sacramint of the Super was administred.
